Disease	Total_Genes	Seed_Genes	Subsystems	Subsystems_Aligned_to_GO	NDEx_URL	HiView_URL
rickets	481	4	209	109	http://dev2.ndexbio.org/v2/network/961541b4-e9c3-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/961541b4-e9c3-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
maple_syrup_urine_disease__msud_	7	4	2	2	http://dev2.ndexbio.org/v2/network/4867f5c0-e9c2-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/4867f5c0-e9c2-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
hereditary_site_specific_ovarian_cancer_syndrome	4	2	2	0	http://dev2.ndexbio.org/v2/network/dd887e7e-e9c1-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/dd887e7e-e9c1-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
addison_s_disease	30	2	12	1	http://dev2.ndexbio.org/v2/network/25fc14f6-e9c0-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/25fc14f6-e9c0-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
hennekam_syndrome	14	2	15	3	http://dev2.ndexbio.org/v2/network/e22e120a-e9c1-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/e22e120a-e9c1-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
alagille_syndrome	3	2	2	0	http://dev2.ndexbio.org/v2/network/25c17ce8-e9c0-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/25c17ce8-e9c0-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
loeys_dietz_syndrome	6	4	5	1	http://dev2.ndexbio.org/v2/network/43e3cd33-e9c2-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/43e3cd33-e9c2-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
dermatofibrosarcoma_protuberans	5	2	3	1	http://dev2.ndexbio.org/v2/network/3740983e-e9c1-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/3740983e-e9c1-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
thyroid_hypoplasia	7	3	4	1	http://dev2.ndexbio.org/v2/network/26a2fb7c-e9c3-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/26a2fb7c-e9c3-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
cree_leukoencephalopathy	5	5	1	1	http://dev2.ndexbio.org/v2/network/78f3e625-e9c1-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/78f3e625-e9c1-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
vitamin_e__familial_isolated_deficiency_of	171	3	59	39	http://dev2.ndexbio.org/v2/network/3d4f6cbc-e9c3-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/3d4f6cbc-e9c3-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
congenital_amegakaryocytic_thrombocytopenia__camt_	2	2	1	1	http://dev2.ndexbio.org/v2/network/f1da0623-e9c0-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/f1da0623-e9c0-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
cerebro_facio_articular_syndrome	2	2	1	1	http://dev2.ndexbio.org/v2/network/be377c7d-e9c0-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/be377c7d-e9c0-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
andersen_tawil_syndrome	6	2	1	1	http://dev2.ndexbio.org/v2/network/2200a48e-e9c0-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/2200a48e-e9c0-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
renal_cysts_and_diabetes_syndrome	7	2	5	1	http://dev2.ndexbio.org/v2/network/d8cf1ffd-e9c2-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/d8cf1ffd-e9c2-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
myopathy__lactic_acidosis__and_sideroblastic_anemia	13	2	9	5	http://dev2.ndexbio.org/v2/network/79e8b06f-e9c2-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/79e8b06f-e9c2-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
osteoporosis__juvenile	38	4	20	5	http://dev2.ndexbio.org/v2/network/95761132-e9c2-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/95761132-e9c2-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
cholesterol_embolism	3	2	1	1	http://dev2.ndexbio.org/v2/network/c2f48f0c-e9c0-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/c2f48f0c-e9c0-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
metaphyseal_anadysplasia	311	2	140	62	http://dev2.ndexbio.org/v2/network/a177f2d5-e9c2-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/a177f2d5-e9c2-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
microphthalmia_with_linear_skin_defects_syndrome	175	3	65	31	http://dev2.ndexbio.org/v2/network/75802647-e9c2-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/75802647-e9c2-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
joubert_syndrome_21	414	2	201	73	http://dev2.ndexbio.org/v2/network/9b10b23f-e9c2-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/9b10b23f-e9c2-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
benign_familial_hematuria__thin_basement_membrane_nephropathy	2	2	1	1	http://dev2.ndexbio.org/v2/network/83e27879-e9c0-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/83e27879-e9c0-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
homozygous_familial_hypercholesterolemia	100	3	49	10	http://dev2.ndexbio.org/v2/network/ebcd7278-e9c1-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/ebcd7278-e9c1-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
hereditary_elliptocytosis__he_	29	3	10	5	http://dev2.ndexbio.org/v2/network/d90f2bcb-e9c1-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/d90f2bcb-e9c1-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
congenital_mesoblastic_nephroma	93	2	34	16	http://dev2.ndexbio.org/v2/network/0902fa3a-e9c1-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/0902fa3a-e9c1-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
hypospadias_1__x_linked	181	2	69	29	http://dev2.ndexbio.org/v2/network/24e25550-e9c2-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/24e25550-e9c2-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
spasm	102	2	25	14	http://dev2.ndexbio.org/v2/network/10b87a69-e9c3-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/10b87a69-e9c3-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
epileptic_encephalopathy__early_infantile__2	259	2	106	51	http://dev2.ndexbio.org/v2/network/b26c9361-e9c1-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/b26c9361-e9c1-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
